id,score,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
n38su,+1,4408163882762,2.815785,1,2.944439,2.302585,80.000000,0.000000,0.000000,0,0,4.955827,10,1,0,0,1,1,0,0,7,2.995732,0.000000,0.000000
K8oq0,-1,87130827770,1.466344,1,6.098074,4.691348,0.000000,0.000000,0.000000,0,0,3.610918,2,1,0,1,1,0,0,0,4,3.367296,0.000000,0.000000
H7wbj,+1,86849918217,3.100717,1,4.941642,5.805135,0.000000,0.000000,0.000000,0,0,4.143135,3,1,0,0,1,1,0,0,1,1.098612,0.000000,0.000000
mWoQm,+1,400100587367,0.000000,1,0.000000,0.000000,60.000000,0.000000,0.000000,0,0,3.713572,1,1,0,0,1,0,0,0,1,1.098612,0.000000,0.000000
4c754,-1,445975265246,0.000000,1,5.416100,4.615121,0.000000,0.000000,0.000000,0,0,1.791759,1,1,0,0,1,0,0,0,1,2.302585,0.000000,0.000000
Hd5gj,-1,11680754321506,3.398068,1,4.356709,4.488636,0.000000,0.000000,0.000000,0,0,5.537334,15,1,0,0,1,1,0,0,8,3.465736,0.000000,0.000000
0UjHZ,+1,54912027161,3.120669,1,3.091042,3.663562,0.000000,0.000000,0.000000,0,0,4.465908,6,1,0,0,1,0,0,0,3,1.791759,0.000000,0.000000
l9fct,+1,220218268,1.223904,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,2.833213,0,1,0,0,1,0,0,0,2,2.397895,0.000000,0.000000
IZ6Du,+1,2371557708,2.109562,1,2.484907,2.772589,0.000000,0.000000,0.000000,0,0,4.234107,3,1,0,0,1,0,1,0,6,2.564949,0.000000,0.000000
V0IKA,+1,2318897169333,1.819460,1,4.304065,3.583519,67.000000,0.000000,0.000000,0,1,1.791759,0,1,0,1,0,0,1,0,1,1.791759,0.000000,0.000000
1rSUc,+1,968728525355,0.000000,1,1.098612,1.945910,0.000000,0.000000,0.000000,0,0,4.025352,2,1,0,0,0,1,0,0,3,2.944439,0.000000,0.000000
Z7gtM,-1,57038349,1.319776,0,1.386294,2.484907,0.000000,0.000000,0.000000,0,0,2.079442,0,0,0,0,0,0,0,0,7,2.639057,0.000000,0.000000
qqB6a,+1,18546652061438,1.803624,1,4.143135,4.330733,0.000000,0.000000,0.000000,0,0,4.718499,5,1,0,0,0,1,2,0,2,2.995732,0.000000,0.000000
Qclck,-1,148452264,0.000000,1,4.770685,4.753590,0.000000,0.000000,0.000000,0,0,1.791759,0,1,0,0,1,0,0,0,2,1.945910,0.000000,0.000000
7CbNW,+1,115821233879,1.867416,1,4.007333,4.262680,50.000000,0.000000,0.000000,0,0,3.091042,0,1,0,0,1,0,0,0,3,1.945910,0.000000,0.000000
HJRV0,-1,2901951314841,0.000000,1,4.820282,2.890372,78.000000,0.000000,0.000000,0,0,5.068904,6,1,0,0,1,1,0,0,29,4.672829,0.000000,0.000000
cHhZ9,-1,691460733,0.000000,1,2.890372,2.397895,0.000000,0.000000,0.000000,0,0,3.135494,0,1,0,0,0,0,0,0,3,2.079442,0.000000,0.000000
vjvNJ,+1,701401455,1.751361,1,0.000000,1.386294,0.000000,0.000000,0.000000,0,0,2.833213,0,1,0,0,0,0,0,0,3,1.609438,0.000000,0.000000
a8Cwj,+1,2082526279234,3.235216,1,3.761200,4.317488,97.000000,0.000000,0.000000,0,0,2.944439,0,1,0,1,0,1,5,0,3,2.302585,0.000000,0.000000
nsE2v,+1,2140182426,2.413147,1,4.219508,5.398163,64.285714,0.000000,0.000000,0,0,3.871201,3,1,0,0,0,0,0,0,5,2.833213,0.000000,0.000000
Le9YS,+1,7002672817960,2.259312,1,5.631212,5.493061,81.666667,0.000000,0.000000,0,0,4.382027,6,1,0,0,1,1,1,0,3,1.609438,0.000000,0.000000
SRgtM,+1,2820883699331,1.894208,1,4.499810,3.970292,100.000000,0.000000,0.000000,0,0,3.367296,1,1,0,0,1,1,1,0,2,1.386294,0.000000,0.000000
IR94m,-1,89157246106,1.420582,1,1.386294,1.791759,0.000000,0.000000,0.000000,0,0,3.091042,2,1,0,0,0,0,0,0,2,2.197225,0.000000,0.000000
qUF5k,-1,534495289,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,2.772589,0,1,0,0,0,0,0,0,0,1.791759,0.000000,0.000000
OKRT7,+1,7677780838357,2.654875,1,3.610918,4.127134,0.000000,0.000000,0.000000,0,0,5.241747,4,1,0,0,1,1,0,0,7,3.044522,0.000000,0.000000
XyHkO,+1,11551339072052,3.194749,1,5.129899,4.043051,0.000000,0.000000,0.000000,0,0,4.143135,3,1,0,1,1,1,1,0,5,2.197225,0.000000,0.000000
0v5kS,-1,2611108714968,0.000000,1,4.691348,3.610918,0.000000,0.000000,0.000000,0,0,5.231109,10,1,0,0,1,0,0,0,11,4.418841,0.000000,0.000000
DYtae,-1,1888529895,1.265320,1,1.791759,1.945910,0.000000,0.000000,0.000000,0,0,2.197225,0,1,0,1,1,0,0,0,1,1.609438,0.000000,0.000000
2GBVB,+1,2071080711341,1.749043,1,3.828641,4.663439,0.000000,0.000000,0.000000,0,0,1.791759,0,1,0,0,0,0,0,0,6,2.484907,0.000000,0.000000
17vf1,-1,106774454,1.352344,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.693147,0,0,0,0,0,0,0,0,21,4.317488,0.000000,0.000000
d9Prk,-1,26007153989,0.000000,0,3.496508,2.639057,27.777778,0.000000,0.000000,1,0,0.693147,0,0,0,0,0,0,0,0,1,2.079442,0.000000,0.000000
ASxXO,-1,3454014675804,1.336535,1,3.912023,3.583519,36.000000,0.000000,0.000000,0,0,3.332205,0,1,0,0,1,0,0,0,11,3.465736,0.000000,0.000000
uy9DR,-1,2555708524992,0.000000,0,0.000000,0.693147,50.000000,0.000000,0.000000,0,0,3.401197,0,1,0,0,1,0,0,0,5,3.663562,0.000000,0.000000
SAH4x,+1,4393200082696,3.329018,1,4.919981,4.820282,0.000000,0.000000,0.000000,0,0,4.753590,8,1,0,0,1,1,0,0,3,2.708050,0.000000,0.000000
gpKFL,+1,3377242618991,1.722729,1,4.753590,5.808142,0.000000,0.000000,0.000000,0,0,2.833213,2,1,0,0,1,0,0,0,1,1.098612,0.000000,0.000000
rupZk,-1,441155304,0.000000,1,1.791759,1.609438,0.000000,0.000000,0.000000,0,0,1.945910,0,1,0,0,1,0,0,0,3,2.772589,0.000000,0.000000
cStgi,-1,118346529023,1.061030,1,1.386294,2.564949,0.000000,0.000000,1.817445,0,0,0.693147,0,1,0,0,1,0,0,0,5,2.484907,0.000000,0.000000
ISIV0,+1,91349966129,1.584695,1,5.049856,5.153292,90.000000,0.000000,0.000000,0,0,4.189655,2,1,0,0,1,1,0,0,2,2.833213,0.000000,0.000000
ZBxrm,+1,1161306350,1.801694,1,1.609438,3.258097,0.000000,0.000000,0.000000,0,0,3.295837,0,1,0,0,1,0,0,0,7,2.564949,0.000000,0.000000
pYqsn,-1,110961655051,0.000000,1,1.945910,2.397895,0.000000,0.000000,0.000000,0,0,2.890372,0,1,0,1,1,0,0,0,2,3.988984,0.000000,0.000000
mUA06,-1,3324270504,0.000000,1,2.079442,1.609438,14.000000,0.000000,0.000000,0,0,3.951244,4,1,0,0,0,1,0,0,19,4.060443,0.000000,0.000000
CaTku,+1,251676474,1.741764,1,0.693147,0.693147,0.000000,0.000000,0.000000,0,0,2.302585,0,1,0,0,1,0,0,0,5,2.484907,0.000000,0.000000
17qta,+1,1835153207147,2.202410,1,2.995732,3.044522,0.000000,0.000000,0.000000,0,0,4.077537,4,1,0,0,0,0,0,0,6,2.708050,0.000000,0.000000
UImAO,+1,1891985212707,2.300464,1,2.833213,2.708050,0.000000,0.000000,0.000000,0,0,2.484907,1,1,0,1,1,0,0,0,4,1.945910,0.000000,0.000000
FiELM,-1,416808209378,0.000000,1,0.693147,0.000000,0.000000,0.000000,0.000000,0,0,1.945910,0,0,0,1,0,0,0,0,10,3.295837,0.000000,0.000000
XK1MS,+1,1028893115,1.797402,1,2.079442,1.791759,0.000000,0.000000,0.000000,0,1,4.127134,1,1,0,0,1,1,0,0,2,1.098612,0.000000,0.000000
PetOj,+1,700130171207,1.741764,1,2.995732,2.890372,0.000000,0.000000,0.000000,0,1,2.708050,0,1,0,0,0,0,1,0,1,0.693147,0.000000,0.000000
TMLBa,-1,4933218555235,1.449718,1,1.098612,1.098612,0.000000,0.000000,0.000000,0,1,3.951244,3,1,1,1,0,0,0,0,1,1.791759,0.000000,0.000000
uCnT4,-1,848997342827,0.000000,1,4.488636,3.135494,0.000000,0.000000,0.000000,0,0,2.302585,0,1,0,0,0,0,0,0,100,6.986566,0.000000,0.000000
mBn0Q,+1,7593209361939,1.718824,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,1.609438,0,0,0,0,0,0,0,0,8,3.555348,0.000000,0.000000
AHSrj,-1,122088597375,1.846857,1,2.833213,2.944439,0.000000,0.000000,0.000000,0,0,1.791759,0,0,0,0,0,0,0,0,3,2.484907,0.000000,0.000000
wDqjK,+1,953303656,0.000000,1,0.000000,0.693147,0.000000,0.000000,0.000000,0,0,3.784190,3,1,0,0,0,0,0,0,42,5.068904,0.000000,0.000000
xls9J,-1,9368839,1.336222,0,0.000000,2.079442,0.000000,0.000000,0.000000,0,0,5.117994,4,1,0,0,1,1,0,0,47,5.874931,0.000000,0.000000
V3JuJ,-1,2079391873122,0.000000,1,4.290459,4.584967,0.000000,0.000000,0.000000,0,1,3.367296,1,1,0,0,1,0,0,0,1,1.098612,0.000000,0.000000
uifEh,+1,954383484428,3.547746,1,2.833213,3.258097,0.000000,0.000000,0.000000,0,0,3.583519,1,1,0,0,1,0,0,0,3,2.397895,0.000000,0.000000
hvjVB,-1,1389850647269,1.933582,1,4.934474,4.043051,0.000000,0.000000,0.000000,0,0,0.693147,0,1,0,0,0,0,0,0,10,3.526361,0.000000,0.000000
jzPPc,-1,12784356659992,1.196160,1,3.332205,2.833213,68.333333,0.000000,0.000000,1,0,2.708050,0,1,0,0,0,0,1,0,3,2.302585,0.000000,0.000000
Rv62B,+1,1906463202843,3.230198,1,4.248495,3.555348,80.000000,0.000000,0.000000,0,0,4.454347,3,1,0,0,0,1,3,0,2,3.178054,0.000000,0.000000
rINBG,-1,1873509093449,1.801665,1,3.988984,3.784190,0.000000,0.000000,0.000000,0,1,5.267858,10,1,0,0,1,1,0,0,3,2.079442,0.000000,0.000000
ZS27Y,+1,3761207025468,2.445743,1,0.693147,2.302585,0.000000,0.000000,0.000000,0,0,6.601230,20,1,0,1,0,1,1,0,4,2.302585,0.000000,0.000000
KcWHF,+1,4094784055,1.689824,1,1.098612,0.693147,0.000000,0.000000,0.000000,0,0,2.995732,1,1,0,0,1,0,0,0,2,2.397895,0.000000,0.000000
2JLMe,+1,6878634675118,2.591204,1,4.189655,3.970292,0.000000,0.000000,0.000000,0,0,4.605170,5,1,0,0,1,0,0,0,6,3.784190,0.000000,0.000000
wnz8e,+1,821298630276,1.741764,1,1.609438,1.386294,0.000000,0.000000,0.000000,0,0,3.784190,0,1,0,0,1,0,0,0,11,4.158883,0.000000,0.000000
3gsc3,+1,25970901990,4.160777,1,5.641907,4.927254,95.000000,0.000000,0.000000,0,0,4.521789,9,1,0,0,0,1,1,0,4,2.708050,0.000000,0.000000
B9EGv,+1,1480536204969,0.000000,1,2.302585,5.393628,48.000000,0.000000,0.000000,0,0,3.784190,1,1,0,0,1,0,0,0,5,2.944439,0.000000,0.000000
cHRoO,+1,2440138881488,3.108607,1,5.170484,5.924256,0.000000,0.000000,0.000000,0,0,2.639057,0,0,0,1,0,0,0,0,3,1.609438,0.000000,0.000000
tznAq,+1,12093178257991,4.075003,1,3.367296,5.789960,100.000000,0.000000,0.000000,0,0,2.397895,1,1,0,0,0,1,1,0,7,3.135494,0.000000,0.000000
1boik,-1,16920424083644,0.000000,1,3.433987,3.663562,85.000000,0.000000,0.000000,0,0,3.583519,3,1,0,0,1,0,0,0,2,2.397895,0.000000,0.000000
YK8R2,-1,2580728804,0.000000,0,1.098612,1.386294,0.000000,0.000000,0.000000,0,0,1.098612,0,1,0,0,1,0,0,0,7,2.302585,0.000000,0.000000
17ImY,+1,698771931,1.662087,1,1.945910,2.484907,0.000000,0.000000,0.000000,1,0,3.044522,1,1,0,0,0,0,0,0,1,1.386294,0.000000,0.000000
4mT5S,-1,7361885410,0.000000,1,1.609438,2.772589,0.000000,0.000000,0.000000,1,0,1.791759,0,1,1,1,0,0,0,0,2,2.484907,0.000000,0.000000
gneii,+1,6367088570544,5.086290,1,5.081404,5.411646,95.000000,0.000000,0.000000,0,0,5.568345,13,1,0,0,0,0,0,0,3,2.564949,0.000000,0.000000
FcK3P,+1,8029781475384,1.886593,1,4.110874,4.828314,0.000000,0.000000,0.000000,0,0,2.833213,0,1,0,0,0,0,0,0,5,2.079442,0.000000,0.000000
1iHEV,-1,3173545830,1.328617,1,3.951244,2.079442,0.000000,0.000000,0.000000,0,0,2.833213,2,1,0,0,0,0,0,0,7,2.890372,0.000000,0.000000
8KpB5,-1,12521622465,1.837327,1,4.905275,4.454347,0.000000,0.000000,0.000000,0,0,3.988984,2,1,0,0,1,1,0,0,14,3.465736,0.000000,0.000000
KXilZ,+1,9557713935151,3.130488,1,3.850148,5.003946,80.000000,0.000000,0.000000,0,0,1.945910,1,1,0,0,1,0,0,0,1,2.197225,0.000000,0.000000
5jtJg,-1,31955222548,1.386675,1,1.386294,1.098612,55.000000,0.000000,0.000000,0,0,3.091042,0,1,0,1,0,0,0,0,2,1.609438,0.000000,0.000000
8lsKV,+1,7987204178185,1.823983,1,1.609438,2.890372,0.000000,0.000000,0.000000,0,0,2.833213,2,1,0,0,0,0,0,0,2,2.397895,0.000000,0.000000
KDAQ9,+1,15974394087089,3.605140,1,6.282267,5.963579,92.000000,0.000000,0.000000,0,0,1.609438,1,1,0,0,1,0,1,0,1,1.609438,0.000000,0.000000
SBIHy,-1,32788364833368,0.000000,1,6.373320,7.619724,69.000000,1.249944,0.000000,0,0,2.484907,0,1,0,0,0,0,0,0,5,2.708050,0.000000,0.000000
0mVVO,+1,7802492429113,3.237592,1,3.784190,4.753590,95.000000,0.000000,0.000000,0,0,4.564348,4,1,0,0,0,1,0,0,3,3.135494,0.000000,0.000000
ARsqN,-1,2495342689,1.341004,1,0.693147,0.000000,0.000000,0.000000,0.000000,0,0,2.890372,0,0,0,0,0,0,0,0,1,2.302585,0.000000,0.000000
WjfdC,-1,87927864877,2.108270,1,5.429346,6.426488,0.000000,0.000000,0.000000,0,0,4.330733,3,1,0,0,1,1,0,0,3,3.912023,0.000000,0.000000
evwEx,+1,162532402151,0.000000,1,3.970292,3.951244,71.000000,0.000000,0.000000,0,0,2.079442,0,1,0,0,0,0,0,0,6,2.564949,0.000000,0.000000
TNdhc,+1,7008206619385,6.077704,1,4.488636,7.508787,0.000000,0.000000,0.000000,0,0,2.197225,6,0,0,0,0,0,0,0,45,5.680173,0.000000,0.000000
rEifa,-1,1535137013,2.271628,1,2.397895,4.317488,0.000000,0.000000,0.000000,0,0,4.595120,5,1,0,0,1,1,0,0,1,1.609438,0.000000,0.000000
tbbsv,+1,3031153297,2.079983,1,1.791759,1.791759,0.000000,0.000000,0.000000,0,0,4.948760,11,1,0,0,0,1,1,0,1,2.079442,0.000000,0.000000
Ba0lx,-1,645006080,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,2.890372,0,1,0,0,1,0,1,0,1,1.386294,0.000000,0.000000
TpgGL,+1,57314539692,1.815065,1,0.000000,0.693147,0.000000,0.000000,0.000000,0,0,4.143135,1,1,0,0,1,0,0,0,4,2.302585,0.000000,0.000000
kCFO6,-1,118702258150,0.000000,1,1.609438,1.098612,0.000000,0.000000,0.000000,0,0,2.944439,0,1,0,0,1,0,0,0,7,3.401197,0.000000,0.000000
gDHI0,-1,2849027107440,1.842654,1,4.709530,2.397895,61.250000,0.000000,0.000000,0,0,1.609438,0,1,0,0,0,0,0,0,5,2.302585,0.000000,0.000000
0uJMo,-1,2872234217,1.689824,1,3.496508,2.564949,0.000000,0.000000,1.786046,0,0,5.505332,1,0,1,0,0,1,1,0,3,2.397895,0.000000,0.000000
glxNN,-1,653598336870,1.801665,1,5.081404,4.077537,0.000000,0.000000,0.000000,0,0,3.218876,0,1,0,0,0,0,0,0,7,2.564949,0.000000,0.000000
PyINB,+1,3604258472,3.133167,1,1.945910,3.044522,0.000000,0.000000,0.000000,0,0,6.448889,25,1,0,0,0,0,0,0,2,2.197225,0.000000,0.000000
XGaju,+1,11477910352141,3.549870,1,3.583519,3.713572,0.000000,0.000000,0.000000,0,0,4.330733,2,1,0,0,1,0,0,0,2,1.791759,0.000000,0.000000
bxUMj,-1,179732956085,1.828535,1,3.218876,3.610918,0.000000,0.000000,0.000000,1,0,3.401197,0,0,0,0,1,0,0,0,1,2.079442,0.000000,0.000000
UIBYm,+1,1839528590013,4.602100,1,5.743003,6.047372,90.000000,0.000000,0.000000,0,0,4.875197,3,1,0,0,0,1,0,0,2,1.791759,0.000000,0.000000
o7H2f,+1,3723815699182,2.012339,1,2.833213,3.871201,0.000000,0.000000,0.000000,0,0,3.555348,4,1,0,0,0,0,0,0,8,3.496508,0.000000,0.000000
xjBcm,-1,1517977222,1.739361,1,2.995732,2.890372,0.000000,0.000000,0.000000,0,0,1.386294,1,1,0,0,0,0,0,0,58,4.356709,0.000000,0.000000
nMAnU,-1,1718077411022,1.539413,1,1.945910,1.945910,0.000000,0.000000,0.000000,0,1,2.772589,2,1,0,0,1,0,0,0,1,1.098612,0.000000,0.000000
5SILD,+1,8137530633,1.779725,1,3.526361,4.025352,0.000000,0.000000,0.000000,1,0,5.505332,16,1,0,0,1,0,0,0,2,2.397895,0.000000,0.000000
d7i2F,-1,26963901047277,4.280386,1,6.620073,5.627621,85.000000,0.000000,0.000000,0,0,2.484907,0,1,0,1,0,0,1,0,7,3.091042,0.000000,0.000000
9RoGA,-1,37919861978,0.000000,1,5.446737,4.330733,0.000000,0.000000,0.000000,0,0,3.178054,0,1,0,0,0,0,0,0,2,2.639057,0.000000,0.000000
4lily,+1,772402852,2.005951,1,3.637586,3.663562,0.000000,0.000000,0.000000,0,0,1.791759,0,0,0,0,1,0,0,0,1,1.098612,0.000000,0.000000
AnlI2,-1,1381866139754,1.783819,1,3.931826,4.330733,0.000000,1.814761,0.000000,0,0,2.995732,0,1,0,0,0,1,2,0,9,4.418841,0.000000,0.000000
b4v1b,-1,679307970,0.000000,1,0.693147,0.693147,0.000000,0.000000,4.006357,1,0,1.945910,0,0,0,1,0,0,0,0,3,3.258097,0.000000,0.000000
bXJdc,-1,414979600,0.000000,0,0.000000,0.693147,0.000000,0.000000,1.689824,1,0,1.098612,0,1,0,0,0,0,0,0,2,2.079442,0.000000,0.000000
sLcQx,+1,9751721638092,3.220689,1,3.737670,3.737670,0.000000,0.000000,0.000000,0,0,4.262680,3,1,0,0,1,1,0,0,9,3.433987,0.000000,0.000000
Fuz5F,+1,1562575038635,3.070541,1,3.850148,4.727388,95.000000,0.000000,0.000000,0,0,2.302585,1,1,0,0,1,0,0,0,1,1.386294,0.000000,0.000000
H2zcH,+1,8979167585320,2.482602,1,4.158883,3.912023,0.000000,0.000000,0.000000,0,0,4.644391,5,1,0,0,1,0,0,0,4,2.197225,0.000000,0.000000
ggmqo,+1,6626592181243,1.814295,1,4.454347,4.290459,0.000000,0.000000,0.000000,0,0,3.295837,0,1,0,0,1,0,0,0,12,3.526361,0.000000,0.000000
lvJx0,+1,18400426016594,2.011672,1,2.890372,4.532599,0.000000,0.000000,0.000000,0,0,4.962845,4,1,0,0,1,0,0,0,3,2.995732,0.000000,0.000000
4y4i9,+1,12829938469478,2.178007,1,4.543295,4.812184,0.000000,0.000000,0.000000,0,0,1.098612,0,1,0,0,0,0,0,0,6,1.945910,0.000000,0.000000
jCoCT,+1,1100047167,2.005754,1,4.189655,3.332205,0.000000,0.000000,0.000000,0,0,5.111988,4,1,0,0,1,0,0,0,2,1.609438,0.000000,0.000000
C9N74,-1,6305758909,1.351173,1,2.639057,2.484907,0.000000,0.000000,0.000000,0,0,4.060443,1,1,0,0,1,0,1,0,0,1.945910,0.000000,0.000000
reaN9,+1,258275100,1.741764,0,1.098612,0.000000,0.000000,0.000000,0.000000,0,0,2.302585,0,1,0,0,1,0,0,0,7,2.833213,0.000000,0.000000
XwvLB,+1,7114103559840,1.721310,1,2.302585,1.791759,0.000000,0.000000,0.000000,0,0,2.708050,1,0,0,0,0,0,1,0,5,2.564949,0.000000,0.000000
ZDJe9,+1,1007740287758,1.799860,1,4.532599,3.555348,0.000000,0.000000,0.000000,0,0,3.806662,3,1,0,0,1,0,0,0,5,3.258097,0.000000,0.000000
G7T3s,-1,9510125744798,1.153614,1,2.302585,2.302585,0.000000,0.000000,0.000000,0,1,1.945910,0,1,1,0,0,0,0,0,1,1.791759,0.000000,0.000000
KsvXx,-1,578328703650,1.689824,0,5.468060,3.761200,0.000000,0.000000,0.000000,0,0,3.367296,0,1,0,0,0,1,4,0,2,2.197225,0.000000,0.000000
zP3WI,+1,22200420143686,2.885936,1,3.178054,4.418841,0.000000,0.000000,0.000000,0,0,3.091042,0,1,0,0,1,0,0,0,3,1.609438,0.000000,0.000000
PMUAM,-1,18600310036138,0.000000,1,3.135494,3.178054,0.000000,0.000000,0.000000,0,0,2.564949,1,1,0,0,0,0,0,0,2,1.386294,0.000000,0.000000
V8CxN,+1,353624799313,1.894972,1,2.772589,2.564949,0.000000,0.000000,0.000000,0,0,4.276666,0,1,0,1,0,1,3,0,1,2.397895,0.000000,0.000000
AVtk8,-1,1121979646494,0.000000,0,2.833213,2.079442,0.000000,5.090505,2.911686,1,0,3.951244,3,1,0,0,0,1,0,0,5,2.484907,0.000000,0.000000
qdxQj,-1,142469792671,0.000000,1,6.068426,6.336826,0.000000,1.614804,0.000000,1,0,2.639057,0,1,0,0,0,0,0,0,5,2.484907,0.000000,0.000000
Wbzbx,-1,91273337054,0.000000,1,4.394449,4.584967,0.000000,0.000000,0.000000,0,0,3.178054,2,1,0,0,0,1,1,0,2,2.484907,0.000000,0.000000
AO3WB,+1,2791513614,2.413147,1,4.219508,5.398163,64.285714,0.000000,0.000000,0,0,2.302585,1,1,0,0,0,0,0,0,6,2.708050,0.000000,0.000000
qhlb4,-1,428592714340,0.000000,1,5.932245,4.727388,71.000000,0.000000,1.386582,1,1,4.007333,1,1,0,1,0,0,1,0,0,1.098612,0.000000,0.000000
8vrcm,-1,258818493017,1.459087,1,4.584967,4.025352,0.000000,0.000000,0.000000,0,0,2.944439,1,1,0,1,1,0,0,0,3,2.079442,0.000000,0.000000
Ft0MQ,-1,578772776952,0.000000,1,2.197225,1.386294,0.000000,0.000000,0.000000,0,0,4.262680,3,1,0,0,0,1,0,0,3,1.609438,0.000000,0.000000
WmufU,-1,1291888786367,0.000000,1,2.995732,2.484907,58.000000,0.000000,0.000000,0,0,2.484907,0,1,0,0,1,0,0,0,3,2.079442,0.000000,0.000000
1W2aw,+1,5427819310808,2.482322,1,2.995732,4.174387,0.000000,0.000000,0.000000,0,0,4.174387,4,1,0,0,1,0,0,0,3,2.708050,0.000000,0.000000
ma01K,+1,571817485852,1.594841,1,3.583519,3.044522,79.000000,0.000000,0.000000,0,0,3.178054,2,1,0,0,0,0,0,0,10,4.290459,0.000000,0.000000
MVBG4,+1,31515522032,2.016021,1,3.295837,3.091042,0.000000,0.000000,0.000000,0,0,2.708050,0,1,0,0,1,0,0,0,8,2.944439,0.000000,0.000000
gwiJs,+1,875693112,1.741764,1,2.833213,2.708050,0.000000,0.000000,0.000000,0,0,2.772589,2,0,0,1,0,0,0,0,9,2.708050,0.000000,0.000000
NBiN7,+1,56781436275,1.689824,1,1.098612,0.693147,0.000000,0.000000,0.000000,0,0,1.386294,0,0,0,0,0,0,3,0,1,2.302585,0.000000,0.000000
XHwtY,-1,322301935546,1.821965,1,5.247024,4.077537,0.000000,0.000000,0.000000,0,0,3.912023,0,1,0,0,0,0,0,0,1,1.609438,0.000000,0.000000
ockjJ,+1,10073141681897,2.014676,1,4.262680,3.806662,0.000000,0.000000,0.000000,0,0,5.645447,13,0,0,0,0,1,0,0,3,3.218876,0.000000,0.000000
k2e5u,-1,72797436850,2.011996,1,3.931826,3.688879,0.000000,6.048111,0.000000,0,0,3.526361,0,1,0,1,0,1,0,0,0,1.098612,0.000000,0.000000
V3JIK,+1,15885641489435,2.359757,1,3.555348,4.418841,90.000000,0.000000,0.000000,0,0,3.713572,5,1,0,0,1,0,0,0,1,1.791759,0.000000,0.000000
DncJY,+1,544976814834,3.092920,1,5.765191,4.795791,0.000000,0.000000,0.000000,0,0,4.990433,12,1,0,0,1,1,1,0,7,2.833213,0.000000,0.000000
EdIm9,+1,6807658346460,2.858981,1,1.386294,1.386294,0.000000,0.000000,0.000000,0,0,4.290459,2,1,0,0,1,1,0,0,6,3.784190,0.000000,0.000000
IdpUD,+1,40130991868,1.118211,1,1.386294,2.639057,84.000000,0.000000,0.000000,0,0,2.639057,1,1,0,0,0,0,0,0,3,2.484907,0.000000,0.000000
LeAv2,+1,1654999496598,1.810657,1,2.564949,3.091042,0.000000,0.000000,0.000000,0,0,3.806662,0,1,0,0,1,0,0,0,13,4.317488,0.000000,0.000000
fXBK7,-1,77012787961,0.000000,1,4.158883,4.262680,0.000000,0.000000,0.000000,0,0,3.637586,0,1,0,0,1,0,0,0,9,4.174387,0.000000,0.000000
Cp0M0,-1,32079462864,0.000000,1,4.143135,2.833213,0.000000,0.000000,4.339494,1,0,2.833213,1,1,0,0,1,0,0,0,0,2.197225,0.000000,0.000000
PTpDj,+1,2369025150235,2.615416,1,3.663562,3.218876,0.000000,0.000000,0.000000,0,0,2.197225,1,0,0,0,0,0,0,0,1,1.386294,0.000000,0.000000
yPDyw,+1,22459667915254,2.414924,1,3.713572,6.924612,70.000000,0.000000,0.000000,0,0,2.079442,0,1,0,0,1,0,0,0,12,2.833213,0.000000,0.000000
EBQcE,-1,1755879240933,0.000000,0,0.000000,0.693147,0.000000,0.000000,0.000000,0,0,3.663562,0,1,0,0,1,0,0,0,2,1.791759,0.000000,0.000000
AnFIJ,-1,18384341254,2.056621,1,0.693147,1.791759,0.000000,0.000000,0.000000,0,0,3.178054,0,1,0,0,1,0,0,0,4,2.397895,0.000000,0.000000
kknuB,-1,607995822720,0.000000,1,3.135494,4.330733,0.000000,0.000000,0.000000,0,0,0.693147,0,0,0,0,0,0,0,0,8,2.833213,0.000000,0.000000
6gf6M,+1,616293169177,1.862523,1,5.774552,4.709530,0.000000,0.000000,0.000000,0,0,3.931826,0,0,0,0,1,1,2,0,22,5.087596,0.000000,0.000000
pkINB,+1,104477238873,2.694940,1,5.135798,5.379897,0.000000,0.000000,0.000000,0,0,2.772589,0,1,0,0,1,0,0,0,3,2.639057,0.000000,0.000000
QK0xz,-1,23145608,1.322932,1,0.000000,0.000000,0.000000,0.000000,4.723403,1,0,0.693147,0,0,1,0,0,0,0,0,1,1.609438,0.000000,0.000000
idYpT,-1,366004892331,0.000000,1,4.330733,3.433987,78.000000,0.000000,0.000000,0,0,1.386294,1,1,0,0,0,0,0,0,4,2.995732,0.000000,0.000000
12VZx,-1,1124665646460,0.000000,1,6.728629,6.608001,0.000000,0.000000,0.000000,0,0,3.465736,0,1,0,1,0,0,0,0,1,1.386294,0.000000,0.000000
hTHod,+1,3149011495343,1.801704,1,4.488636,4.143135,0.000000,0.000000,0.000000,0,0,1.791759,0,0,0,0,0,0,0,0,13,4.262680,0.000000,0.000000
d3yMJ,+1,86447472259,2.148562,1,2.995732,3.295837,0.000000,0.000000,0.000000,0,0,2.708050,0,1,0,0,1,0,0,0,7,2.564949,0.000000,0.000000
